txt,distance_chroma,distance_spectra,distance_total,coef_corr_chroma,corr_total,coef_corr_spectra,id,keyMidi,tempoMidi,durationMidi,keyWAV,tempoWAV,durationWav,name,key,time_signature,ratio_negras_corcheas,muiñeira_type,location,lat,lon,classification,province,audio_kind,difDuration,rounded_difDuration,difTempo,rounded_difTempo
Muiñeira de Coia,9.113715065504378,5.340522279392766,Spectra,0.980535583351932,Spectra,0.9976389795436444,9,C,120.00596618652344,108.1665496826172,C,96.89703369140624,102.9340591430664,Muiñeira de Coia,F major,6/8,0.2188841201716738,C1,"Coia, Vigo, Pontevedra",422.182.924,-87.441.073,Rias Baixas,PO,YTB,-5.2324905395507955,-10.0,-23.1089324951172,-20.0
Muiñeira do Chao,162.69947319311174,106.12934357129754,Spectra,0.7372999987125151,Spectra,0.926706045248686,312,C,120.01748657226562,50.5,C,132.5618438720703,238.4805450439453,Muiñeira do Chao,C major,6/8,0.144927536231884,C1,"O Chao, O Barco de Valdeorras, Ourense",424.189.993,-69.817.358,Not classified,OU,YTB,187.9805450439453,190.0,12.544357299804688,10.0
Muiñeira de Pastoriza,3.1456330687646097,10.26656822455958,Chroma,0.9718198433248052,Chroma,0.9676107822739782,18,C,141.98178100585938,47.61968231201172,C,122.85906219482422,45.376914978027344,Muiñeira de Pastoriza,C major,6/8,0.0571428571428571,C1,"Pastoriza, Lugo",433.000.026,-73.511.022,A Fonsagrada-Asturias,LU,REC,-2.242767333984375,-0.0,-19.122718811035156,-20.0
Muiñeira de Arabexo,6.414519659012303,6.452713274056325,Chroma,0.7931725724245002,Chroma,0.7896717065005494,36,C,146.18368530273438,28.123310089111328,C,117.48538208007812,95.81619262695312,Muiñeira de Arabexo,C major,6/8,0.1176470588235294,C1,"Arabexo, Val do Dubra, A Coruña",43.068.020.849.999.900,-8.657.671.483.625.100,Costa do Morte,CO,REC,67.6928825378418,70.0,-28.69830322265625,-30.0
Muiñeira de Corme,2.8565156680390555,6.350365668352662,Chroma,0.8679459058184595,Spectra,0.8791814265920118,66,C,120.0011978149414,46.166622161865234,C,111.82362365722656,95.81619262695312,Muiñeira de Corme,C major,6/8,0.1475409836065573,C1,"Corme, Ponteceso, A Coruña",432.649.815,-89.628.988,Costa do Morte,CO,REC,49.64957046508789,50.0,-8.177574157714844,-10.0
Muiñeira de Vilar de Conforto,6.5594028583909205,2.3032884075294446,Spectra,0.9985843692223072,Chroma,0.9901524487726844,148,C,119.9894790649414,82.25,C,119.8652114868164,69.98493957519531,Muiñeira de Vilar de Conforto,C major,6/8,0.1494252873563218,C2,"Vilar de Conforto, A Pontenova, Lugo",433.604.703,-71.525.053.712.882.100,A Fonsagrada-Asturias,LU,YTB,-12.265060424804688,-10.0,-0.124267578125,-0.0
Muiñeira de Ancadeira,114.07420719314224,42.00869291630375,Spectra,0.4958354765223763,Spectra,0.8875635340535278,414,C,119.88280487060548,122.75,C,134.38677978515625,193.9066467285156,Muiñeira de Ancadeira,C major,6/8,0.2376237623762376,C2,"A Fonsagrada, Lugo",431.248.311,-70.676.605,A Fonsagrada-Asturias,LU,YTB,71.1566467285156,70.0,14.503974914550767,10.0
Muiñeira de Ventosa,6.899884254698061,10.756056819662806,Chroma,0.8455806327090547,Spectra,0.8611967434092785,6,C,80.0159683227539,50.5,C,116.66737365722656,95.81619262695312,Muiñeira de Ventosa,C major,6/8,0.16,C1,"Ventosa, Pontevedra",427.366.955,-797.617,Not classified,PO,REC,45.316192626953125,50.0,36.651405334472656,40.0
Muiñeira de Eirís,34.13871753679608,35.64755859401795,Chroma,0.9606582220994856,Chroma,0.8862680209300283,20,C,120.0163803100586,116.75,C,127.01786041259766,195.7733154296875,Muiñeira de Eirís,C major,6/8,0.09375,C2,"Eirís, A Coruña, A Coruña",433.426.745,-8.395.072,A Coruña,CO,YTB,79.0233154296875,80.0,7.0014801025390625,10.0
Muiñeira de San Román de Cervantes,2.548780457215327,2.5115405333637013,Spectra,0.993309217898788,Chroma,0.9931979423984488,92,C,120.0505599975586,33.99995422363281,C,111.8804931640625,45.376914978027344,Muiñeira de San Román de Cervantes,C major,6/8,0.3068181818181818,C1,"San Román, Cervantes, Lugo",42.853.731,-70.549.167,Ancares,LU,REC,11.376960754394531,10.0,-8.170066833496094,-10.0
Muiñeira de Carballo,5.436074293012275,11.280187244245916,Chroma,0.8753268608338489,Chroma,0.8455342069188794,116,C,120.01609802246094,50.5,C,128.72329711914062,151.9862060546875,Muiñeira de Carballo,C major,6/8,0.1234567901234567,C2,"Carballo, A Coruña",432.134.123,-86.891.286,Costa do Morte,CO,REC,101.4862060546875,100.0,8.707199096679688,10.0
Muiñeira de Folgoso,16.431644007061667,16.609249178221,Chroma,0.7746542513704957,Spectra,0.981437780619854,413,C,80.01591491699219,89.75,C,112.18771362304688,95.81619262695312,Muiñeira de Folgoso,a minor,6/8,0.5135135135135135,C1,"Folgoso do Courel, Lugo",425.882.486,-71.925.449,Courel,LU,REC,6.066192626953125,10.0,32.17179870605469,30.0
Muiñeira de Pazos de Borbén,2.91632557630802,2.851420202914437,Spectra,0.9974567014672144,Spectra,0.9975138423967596,81,C,135.99913024902344,35.852970123291016,C,123.6599349975586,45.376914978027344,Muiñeira de Pazos de Borbén,C major,6/8,19.047.619.047.619.000,C2,"Pazos de Borbén, Pontevedra",422.849.584,-8.530.047.868.320.790,Rias Baixas,PO,REC,9.523944854736328,10.0,-12.339195251464844,-10.0
Ribeirana de Pontevedra,6.629902906143268,9.673641285479802,Chroma,0.847533852275835,Spectra,0.8713299373857357,173,C,120.01773834228516,50.5,C,117.7852783203125,95.81619262695312,Ribeirana de Pontevedra,C major,6/8,0.0625,C2,"Pontevedra, Pontevedra",424.318.876,-86.431.592,Rias Baixas,PO,REC,45.316192626953125,50.0,-2.2324600219726562,-0.0
Muiñeira de Boimoirto,4.257435966668953,1.958911664629128,Spectra,0.995793983910626,Spectra,0.99874912038884,42,C,129.96746826171875,84.23068237304688,C,112.82100677490234,95.81619262695312,Muiñeira de Boimoirto,C major,6/8,0.1195652173913043,C2,"Boimorto, A Coruña",430.074.402,-81.269.242,Not classified,CO,REC,11.58551025390625,10.0,-17.146461486816406,-20.0
Muiñeira de Eiriz,9.75351163471736,19.75763818997447,Chroma,0.971886738646098,Chroma,0.948844358271985,78,C,80.00179290771484,82.25,C,117.84095001220705,95.81619262695312,Muiñeira de Eiriz,C major,6/8,0.4680851063829787,C2,"Eiriz, Folgoso do Courel, Lugo",425.894.237,-72.220.799,Courel,LU,REC,13.566192626953125,10.0,37.8391571044922,40.0
Muiñeira de Ponte Maceira,6.861952990851565,10.52824771287824,Chroma,0.8444814398527757,Spectra,0.8702040649267503,135,C,120.0119171142578,50.5,C,112.37918853759766,95.81619262695312,Muiñeira de Ponte Maceira,C major,6/8,0.0,C2,"Ponte Maceira, Negreira, A Coruña",42.905.445,-86.962.309,Costa do Morte,CO,REC,45.316192626953125,50.0,-7.632728576660142,-10.0
Muiñeira de Campolameiro,5.6560542978857615,7.340507930313768,Chroma,0.9745946485635022,Chroma,0.9440908189637864,29,C,129.9804229736328,50.99993133544922,C,111.16911315917967,95.81619262695312,Muiñeira de Campolameiro,C major,6/8,0.0377358490566037,C1,"Campolameiro, Pontevedra",425.422.912,-8.540.772.255.060.590,Rias Baixas,PO,REC,44.816261291503906,40.0,-18.81130981445314,-20.0
Muiñeira de Ourense,34.43489846268056,40.42081348947743,Chroma,0.9184135243742768,Chroma,0.8901139148482005,273,C,120.02848052978516,114.5,C,126.99031829833984,175.719970703125,Muiñeira de Ourense,C major,6/8,0.0384615384615384,C1,"Ourense, Ourense",423.436.415,-78.674.242,Not classified,OU,REC,61.219970703125,60.0,6.9618377685546875,10.0
Muiñeira,20.51394548716407,36.40130772523064,Chroma,0.9267872467755968,Chroma,0.8342863935171397,96,C,119.9101104736328,89.75,C,117.92579650878906,45.376914978027344,Muiñeira,C major,6/8,0.1276595744680851,C1,"Vilarmide, A Pontenova, Lugo",432.789.245,-71.913.498,A Fonsagrada-Asturias,LU,REC,-44.373085021972656,-40.0,-1.9843139648437358,-0.0
Muiñeira,20.51394548716407,36.40130772523064,Chroma,0.9267872467755968,Chroma,0.8342863935171397,93,C,80.00615692138672,92.5,C,114.98088836669922,45.376914978027344,Muiñeira,C major,6/8,0.3333333333333333,C2,"Navia de Suarna, Lugo",429.644.848,-695.678.939.929.841,Ancares,LU,REC,-47.123085021972656,-50.0,34.9747314453125,30.0
Muiñeira,20.51394548716407,36.40130772523064,Chroma,0.9267872467755968,Chroma,0.8342863935171397,97,C,79.99983215332031,88.25,C,117.00836181640624,45.376914978027344,Muiñeira,C major,6/8,0.4126984126984127,C1,"Vilarmide, A Pontenova, Lugo",432.789.245,-71.913.498,A Fonsagrada-Asturias,LU,REC,-42.873085021972656,-40.0,37.00852966308592,40.0
Ribeirana de Redondela,62.77481175562638,78.0109058872507,Chroma,0.9077571723262354,Chroma,0.8844053944044953,445,C,120.0147705078125,26.5,C,126.61648559570312,245.9999847412109,Ribeirana de Redondela,C major,6/8,0.2419354838709677,C1,"Redondela, Pontevedra",42.284.221,-86.085.992,Rias Baixas,PO,YTB,219.4999847412109,220.0,6.601715087890625,10.0
Muiñeira de Cernades,9.044275115887976,14.780833082404731,Chroma,0.9153103415992796,Chroma,0.910584982494124,196,C,120.00286102294922,64.25,C,122.5329818725586,45.376914978027344,Muiñeira de Cernades,a minor,6/8,0.2105263157894736,C1,Pontevedra,426.075.172,-84.714.942,Rias Baixas,PO,REC,-18.873085021972656,-20.0,2.530120849609375,0.0
Muiñeira de Monterrei,4.389980845961071,4.4392238423571975,Chroma,0.8210458935383892,Chroma,0.8192380969574045,74,C,129.45957946777344,34.2307243347168,C,122.4056167602539,95.81619262695312,Muiñeira de Monterrei,a minor,6/8,0.2131147540983606,C1,"Monterrei, Ourense",419.467.657,-74.491.474,Portuguese Border,OU,REC,61.58546829223633,60.0,-7.053962707519531,-10.0
Muiñeira de Montrove,18.22859783225752,31.555963429636964,Chroma,0.973194657510566,Chroma,0.8737914325620253,19,C,80.02771759033203,83.75,C,111.0893096923828,45.376914978027344,Muiñeira de Montrove,C major,6/8,0.3818181818181818,C2,"Montrove, Cambre, A Coruña",432.803.751,-83.297.129,A Coruña,CO,REC,-38.373085021972656,-40.0,31.061592102050767,30.0
Muiñeira de Forcarei,65.31126253711695,113.1171488997653,Chroma,0.7330210978124849,Chroma,0.6825763415165232,141,C,80.0146255493164,74.5,C,150.335205078125,167.04432678222656,Muiñeira de Forcarei,G major,6/8,0.2266666666666666,C1,"Forcarei, Pontevedra",425.900.309,-83.509.643,Rias Baixas,PO,YTB,92.54432678222656,90.0,70.3205795288086,70.0
Muiñeira do Areal,10.54595686014904,3.509985509405683,Spectra,0.9802260339850796,Chroma,0.9764007342961734,249,C,119.9866943359375,83.75,C,111.7928466796875,95.81619262695312,Muiñeira do Areal,C major,6/8,0.134453781512605,C1,Lugo,430.462.247,-74.739.921,Not classified,LU,REC,12.066192626953125,10.0,-8.19384765625,-10.0
Muiñeira de Xinzo,12.496205593348376,22.771605476391056,Chroma,0.998634793501616,Chroma,0.9789128771095248,140,C,120.0358657836914,109.25,C,107.76451873779295,95.81619262695312,Muiñeira de Xinzo,F major,6/8,0.1019108280254777,C1,"Xinzo de Limia, Ourense",420.637.882,-77.245.498,Portuguese Border,OU,REC,-13.433807373046875,-10.0,-12.271347045898452,-10.0
Muiñeira de Cartelle,69.66386420425118,73.03758574958641,Chroma,0.9587499097895688,Chroma,0.7553537905402162,263,C,119.9057846069336,74.5,C,135.73455810546875,144.49331665039062,Muiñeira de Cartelle,C major,6/8,0.3214285714285714,C2,"Cartelle, Ourense",422.492.308,-80.688.652,Not classified,OU,YTB,69.99331665039062,70.0,15.828773498535156,20.0
Muiñeira de Florencio,7.843829680020116,12.161272843258867,Chroma,0.9669853929395674,Spectra,0.9810900665020108,121,C,120.17414093017578,68.75,C,102.76292419433594,45.376914978027344,Muiñeira de Florencio,F major,6/8,0.1529411764705882,C1,"A Fonsagrada, Lugo",431.248.311,-70.676.605,A Fonsagrada-Asturias,LU,REC,-23.373085021972656,-20.0,-17.411216735839844,-20.0
Muiñeira de Valdeferreiros,18.38612321558585,65.82774486560464,Chroma,0.9214187890114262,Chroma,0.6567131703925034,330,C,119.99065399169922,116.75,C,132.75863647460938,143.66664123535156,Muiñeira de Valdeferreiros,C major,6/8,0.112,C1,"Valdeferreiros, Ibias, Asturies",430.289.283,-69.803.187,Ancares,LU,YTB,26.916641235351562,30.0,12.767982482910156,10.0
Muliñeira de Romeor,13.578362539746427,21.33894987493919,Chroma,0.9582517036244124,Chroma,0.9345114017382092,123,C,119.9911880493164,82.25,C,120.19747924804688,95.81619262695312,Muliñeira de Romeor,C major,6/8,0.0744680851063829,C1,"Romeor, Folgoso do Courel, Lugo",426.407.659,-70.946.001,Courel,LU,REC,13.566192626953125,10.0,0.20629119873046875,0.0
Muiñeira de Chantada,40.1390633302286,35.16473999941757,Spectra,0.9377375381618664,Spectra,0.9585785231680786,219,C,79.99272918701172,152.75,C,112.01817321777344,95.81619262695312,Muiñeira de Chantada,C major,6/8,0.3888888888888889,C2,"Chantada, Lugo",426.089.783,-78.218.597,Not classified,LU,REC,-56.933807373046875,-60.0,32.02544403076172,30.0
